1594	1602
1594	1604
1593	1606
1592	1607
1592	1608
1592	1608
1592	1608
1592	1608
1591	1608
1589	1608
1587	1607
1586	1606
1584	1604
1582	1602
1580	1600
1578	1598
1576	1597
1574	1595
1573	1593
1571	1592
1569	1591
1568	1590
1567	1589
1566	1589
1565	1589
1564	1589
1562	1589
1561	1589
1560	1588
1559	1588
1557	1587
1556	1586
1554	1586
1552	1585
1550	1584
1550	1583
1549	1583
1548	1582
1547	1582
1546	1581
1545	1580
1544	1580
1543	1586
1180	1181
